camera,id,secret,server,farm,exposure,aperture,iso,date-taken,focal-length,color,daily-project-active
Sony ILCE-7,15086986304,b092f7c27a,7563,8,1/2500,3.5,200,2014:09:22 11:16:32,55 mm,#272122,fourth
Sony ILCE-7,15374856806,589b0d7054,3915,4,1/160,9,200,2014:09:22 08:13:23,55 mm,#2d2f2d,fourth
Sony ILCE-7,15211978058,c2c361d253,3890,4,1/160,5,400,2014:09:21 16:38:34,55 mm,#c7a98f,fourth
Sony ILCE-7,15086983114,182c6bacd5,7474,8,1/100,1.8,1600,2014:09:21 15:34:45,55 mm,#d8d5d8,fourth
Sony ILCE-7,15397572142,b3fa4d3fa0,3859,4,1/160,1.8,3200,2014:09:20 19:16:18,55 mm,#130b0d,fourth
Panasonic DMC-GH3,15108408298,d8c145bc3a,3878,4,1/1250,6.3,400,2014:09:19 10:35:32,23 mm,#2c2d21,fourth
Sony ILCE-7,15284847122,2d0bd8bc8b,2941,3,1/100,2.2,200,2014:09:18 16:15:14,55 mm,#1e1d1d,fourth
Sony ILCE-7,15088878879,c781c861f6,5554,6,1/40,2,800,2014:09:17 18:21:08,55 mm,#c8b8aa,fourth
Sony ILCE-7,15078650650,93b8f05a0c,3903,4,1/160,2.2,1000,2014:09:16 21:31:51,55 mm,#3e342c,fourth
Sony ILCE-7,15262257981,04598a7cf1,3863,4,1/80,2.2,1600,2014:09:16 21:28:56,55 mm,#1d201e,fourth
Sony ILCE-7,15078792658,7e5fcc7502,3924,4,1/125,2.8,800,2014:09:15 17:33:28,55 mm,#136b90,fourth
Sony ILCE-7,15058485619,84a74dd9e3,5556,6,1/250,1.8,100,2014:09:14 16:13:49,55 mm,#c5af9e,fourth
Sony ILCE-7,15231801492,3eb60a5a70,3872,4,1/100,1.8,1000,2014:09:13 21:07:09,55 mm,#282c39,fourth
Sony ILCE-7,15198915196,847334580b,3852,4,1/160,2.8,800,2014:09:12 19:55:50,55 mm,#c19172,fourth
Sony ILCE-7,15027665058,76f7771d1a,3880,4,1/30,22,800,2014:09:11 16:54:42,55 mm,#dccbb9,fourth
Sony ILCE-7,15204817482,bffc734c05,5576,6,1/80,1.8,800,2014:09:10 21:48:28,55 mm,#171717,fourth
Sony ILCE-7,15196265915,9c550ec254,5556,6,1/30,1.8,1600,2014:09:09 18:49:55,55 mm,#dadada,fourth
Sony ILCE-7,15196267245,c956419807,3837,4,1/50,2.2,1600,2014:09:08 19:14:14,55 mm,#ad8662,fourth
Sony ILCE-7,15195891842,75e2fd9ea8,3865,4,1/640,3.5,400,2014:09:07 17:32:41,55 mm,#d3b38c,fourth
Sony ILCE-7,14990069147,b50dd3ece8,5564,6,1/125,1.8,2500,2014:09:06 21:26:29,55 mm,#406493,fourth
Sony ILCE-7,15153608186,72043cbac2,3836,4,1/100,1.8,6400,2014:09:06 20:58:45,55 mm,#c1aeb9,fourth
Sony ILCE-7,15153614266,a6e2fb0bb7,3837,4,1/125,1.8,4000,2014:09:06 20:41:24,55 mm,#a55f4e,fourth
Sony ILCE-7,14989992260,4e46f17c4c,5567,6,1/100,1.8,6400,2014:09:06 20:31:36,55 mm,#c194a0,fourth
Sony ILCE-7,14990048237,bfc7a3ac1b,3913,4,1/60,1.8,3200,2014:09:06 19:45:19,55 mm,#c6af98,fourth
Sony ILCE-7,14990032518,3145a31586,5582,6,1/400,2.8,200,2014:09:06 16:09:23,55 mm,#dfd4c3,fourth
Sony ILCE-7,15176618595,6042d26659,5575,6,1/100,1.8,3200,2014:09:05 19:46:07,55 mm,#d09137,fourth
Sony ILCE-7,15120859876,3111a718d7,3845,4,1/100,1.8,1250,2014:09:04 19:08:37,55 mm,#bbbbbc,fourth
Sony ILCE-7,14949274867,0e378d28c0,5582,6,1/60,5,800,2014:09:03 17:59:03,55 mm,#c4c0a4,fourth
Sony ILCE-7,14949152279,860f3c1d25,3917,4,1/200,2,400,2014:09:02 18:57:59,55 mm,#604a26,fourth
Sony ILCE-7,15135855905,93b6e6689b,3854,4,1/160,2.5,800,2014:09:01 18:29:47,55 mm,#d0cec7,fourth
Sony ILCE-7,14923179879,7b1b68f620,3884,4,1/400,2.2,200,2014:08:31 17:09:55,55 mm,#c9b6a1,fourth
Sony ILCE-7,14923233250,4ae96d0354,3895,4,1/100,1.8,3200,2014:08:30 19:38:20,55 mm,#b0bfc4,fourth
Sony ILCE-7,15111204712,59f96a73a3,3919,4,1/1000,2.2,800,2014:08:29 18:22:23,55 mm,#c7c8c7,fourth
Sony ILCE-7,14924882119,192b36e07c,3840,4,1/320,1.8,400,2014:08:28 18:02:12,55 mm,#d7d5d6,fourth
Sony ILCE-7,15064717171,0a0c355d34,3918,4,1/160,2.5,400,2014:08:27 18:27:44,55 mm,#dbd5b9,fourth
Sony ILCE-7,15153561976,2f59c14576,3882,4,1/80,2.5,100,2014:08:26 19:47:48,55 mm,#141d19,fourth
Sony ILCE-7,14989937760,920f6bb530,3840,4,1/80,2.5,100,2014:08:26 19:16:53,55 mm,#b08e76,fourth
Sony ILCE-7,15043232546,638918c590,3881,4,1/80,2.2,100,2014:08:26 18:57:11,55 mm,#1c2524,fourth
Sony ILCE-7,15063209261,b9896a2c0c,5594,6,1/100,2.2,1600,2014:08:25 20:08:04,55 mm,#cec4c7,fourth
Sony ILCE-7,15039571095,2ef7aa88f3,3901,4,1/2000,2.2,400,2014:08:24 15:49:06,55 mm,#bebaaf,fourth
Sony ILCE-7,14990015487,b0102d7b1e,5585,6,1/125,null,100,2014:08:23 16:56:07,null,#c2cad3,fourth
Sony ILCE-7,15173565621,85f6a6de5e,5575,6,1/200,null,100,2014:08:23 16:50:50,null,#3e474a,fourth
Sony ILCE-7,14852982498,9f4c8a0109,5558,6,1/1000,null,100,2014:08:23 16:25:03,null,#393632,fourth
Sony ILCE-7,15176585825,181e4258d2,5590,6,1/1000,null,100,2014:08:23 11:07:59,null,#272416,fourth
Sony ILCE-7,14852933518,e430bf40f5,5563,6,1/200,null,100,2014:08:22 16:32:34,null,#bebcbb,fourth
Sony ILCE-7,14852981727,876ea329b7,5561,6,1/200,null,1600,2014:08:21 19:40:59,null,#d2b199,fourth
Sony ILCE-7,14798707750,abdfa1c7ed,3869,4,1/500,null,100,2014:08:20 16:58:46,null,#343434,fourth
Sony ILCE-7,14790481090,fec6f70af5,3893,4,1/100,null,800,2014:08:19 19:11:38,null,#116073,fourth
Sony ILCE-7,14780766188,6637458cfb,5596,6,1/125,null,500,2014:08:18 19:52:39,null,#beb2a8,fourth
Sony ILCE-7,14780696000,0553ba26c0,3879,4,1/100,null,1600,2014:08:17 21:29:57,null,#a7a9ad,fourth
Sony ILCE-7,14944390136,d2a4840ef7,3855,4,1/100,null,250,2014:08:16 17:34:36,null,#a6a08f,fourth
Sony ILCE-7,14780694519,939ec4aedc,3847,4,1/400,null,1600,2014:08:14 21:20:16,null,#d7b397,fourth
Sony ILCE-7,14967383665,5e401de135,5572,6,1/100,null,2000,2014:08:13 21:00:42,null,#21201f,fourth
Sony ILCE-7,14716828939,5ff97506f8,3894,4,1/125,null,500,2014:08:12 18:52:47,null,#2d2826,fourth
Sony ILCE-7,14900411591,236f358571,3881,4,1/125,null,500,2014:08:12 18:51:55,null,#beb4ad,fourth
Sony ILCE-7,14716824589,86db6b9405,3855,4,1/160,null,400,2014:08:12 18:51:04,null,#352f2d,fourth
Sony ILCE-7,14716924447,9ab13647fd,3841,4,1/160,null,1600,2014:08:11 21:02:41,null,#d1825f,fourth
Sony ILCE-7,14716841329,dd8c0beeac,5582,6,1/160,null,800,2014:08:10 19:22:32,null,#82a1d2,fourth
Sony ILCE-7,14874175295,16a15e5b5f,5561,6,1/100,null,1600,2014:08:09 22:05:30,null,#aa9e99,fourth
Sony ILCE-7,14862668021,f3df65a801,3892,4,1/100,null,2000,2014:08:08 19:24:48,null,#adb8b0,fourth
Sony ILCE-7,14679128858,c95784471f,3850,4,1/200,null,1600,2014:08:07 18:49:29,null,#d8cdcb,fourth
Sony ILCE-7,14826671006,79d76e8817,3921,4,1/60,null,400,2014:08:06 19:11:21,null,#b0988a,fourth
Sony ILCE-7,14839845644,7114ca4aff,3859,4,1/160,null,400,2014:08:05 18:23:55,null,#998b6f,fourth
Sony ILCE-7,14647344468,e5bf4c1f14,2922,3,1/125,null,400,2014:08:04 22:22:09,null,#261b1d,fourth
Sony ILCE-7,14821979551,1445a6b381,2933,3,1/200,null,400,2014:08:03 11:35:05,null,#bfc0c1,fourth
Sony ILCE-7,14694186430,098c024d31,5594,6,1/60,null,500,2014:08:02 19:16:32,null,#aebad7,fourth
Sony ILCE-7,14694261068,bd89dd310b,3924,4,1/60,null,400,2014:08:02 19:11:24,null,#a3aac2,fourth
Sony ILCE-7,14694219749,18ddd840ee,3868,4,1/60,null,400,2014:08:02 19:11:03,null,#24251e,fourth
Sony ILCE-7,20898536641,bb7017c633,686,1,1/60,null,125,2014:08:02 19:01:17,null,#838d8b,fourth
Sony ILCE-7,14880859915,15e65c34e3,3907,4,1/60,null,125,2014:08:02 17:10:57,null,#afb1b2,fourth
Sony ILCE-7,14857879226,bf5a2a6a55,3898,4,1/125,null,125,2014:08:02 17:03:49,null,#9e9ea3,fourth
Sony ILCE-7,14989831979,5a892528bb,5559,6,1/200,null,125,2014:08:02 17:01:03,null,#93a0b3,fourth
Sony ILCE-7,15173563431,b988d441f8,3865,4,1/800,null,125,2014:08:02 16:50:12,null,#242722,fourth
Sony ILCE-7,14694330607,5b77e9ee5b,3895,4,1/1600,null,125,2014:08:02 16:33:01,null,#9ea8c2,fourth
Sony ILCE-7,14638531977,e8f0520bda,2923,3,1/1250,null,125,2014:08:02 15:46:19,null,#adb7ce,fourth
Sony ILCE-7,14694331007,4177472f65,3926,4,1/1250,null,125,2014:08:02 15:45:56,null,#abb5cb,fourth
Sony ILCE-7,14880525122,f421af675f,3858,4,1/250,null,125,2014:08:02 15:40:09,null,#1e291b,fourth
Sony ILCE-7,14880525552,b6047c2519,5596,6,1/100,null,100,2014:08:02 15:17:22,null,#d6d9e2,fourth
Sony ILCE-7,14844918273,d9bb7464aa,3863,4,1/400,null,100,2014:08:01 17:40:07,null,#cad7d8,fourth
Sony ILCE-7,14638375670,3893ec6252,3867,4,1/100,null,400,2014:07:31 17:11:40,null,#c7b49e,fourth
Sony ILCE-7,14638426799,edc50b9184,3896,4,1/100,null,1600,2014:07:30 21:50:34,null,#bcc8ec,fourth
Panasonic DMC-GH3,14822718204,83a986f2c1,2904,3,1/60,5.6,1600,2014:07:29 07:57:09,45 mm,#b3957f,fourth
Panasonic DMC-GH3,14638541457,bc46f40106,3912,4,1/20,3.5,400,2014:07:28 22:34:39,14 mm,#1a2229,fourth
Sony ILCE-7,14578192230,af409fb1e8,3875,4,1/125,null,100,2014:07:27 22:43:44,null,#9aa2a6,fourth
Sony ILCE-7,14878412634,c86b2f7912,3867,4,1/100,null,400,2014:07:26 19:35:17,null,#a1b9e2,fourth
Sony ILCE-7,14694264018,eeeb8186aa,3866,4,1/160,null,400,2014:07:26 19:31:06,null,#2c1e28,fourth
Sony ILCE-7,14880526432,bc698ede17,5577,6,1/200,null,400,2014:07:26 19:29:58,null,#e3cac0,fourth
Sony ILCE-7,14755597555,99586dc11b,5560,6,1/200,null,400,2014:07:26 19:29:40,null,#12243e,fourth
Sony ILCE-7,14568964828,5eaf2464f6,3860,4,1/160,null,400,2014:07:26 19:28:04,null,#b9c6e5,fourth
Sony ILCE-7,14568967388,cbbfab0ed4,3858,4,1/800,null,500,2014:07:26 19:19:44,null,#25222b,fourth
Sony ILCE-7,14880528322,90cac38c3e,5595,6,1/800,null,200,2014:07:26 19:13:45,null,#191f23,fourth
Sony ILCE-7,14878415844,ba0531a2af,3906,4,1/400,null,400,2014:07:26 18:50:23,null,#342a2f,fourth
Sony ILCE-7,14878416304,5bc3d775e8,3869,4,1/1600,null,400,2014:07:26 18:46:27,null,#cad8d9,fourth
Sony ILCE-7,14878416914,7821e9636c,3893,4,1/640,null,400,2014:07:26 18:42:42,null,#c3b19a,fourth
Sony ILCE-7,14694268358,636b7cdd11,3852,4,1/1000,null,400,2014:07:26 18:41:04,null,#c9d1cd,fourth
Sony ILCE-7,14880867305,28a4835a95,5594,6,1/125,null,2000,2014:07:25 20:44:33,null,#a25b2c,fourth
Sony ILCE-7,14880531202,b5a223563e,5560,6,1/160,null,2000,2014:07:25 20:43:13,null,#bb8258,fourth
Sony ILCE-7,14900737363,520cdd6832,3855,4,1/100,null,2000,2014:07:25 20:42:12,null,#161214,fourth
Sony ILCE-7,14694229489,bd4630e149,5567,6,1/100,null,6400,2014:07:25 20:32:30,null,#bcb8b6,fourth
Sony ILCE-7,14747389565,646eb771c3,3925,4,1/100,null,1600,2014:07:25 20:29:54,null,#cd8e79,fourth
Sony ILCE-7,14880637292,681779d149,3884,4,1/100,null,2000,2014:07:25 20:19:50,null,#bb8151,fourth
Sony ILCE-7,14694339997,ddb55e9d8a,3845,4,1/60,null,2000,2014:07:25 20:19:15,null,#ad5f2b,fourth
Sony ILCE-7,14878421094,2ea10605f6,3924,4,1/160,null,2000,2014:07:25 20:15:44,null,#0c0f10,fourth
Sony ILCE-7,14694272428,77750bbb57,5576,6,1/200,null,2000,2014:07:25 20:15:06,null,#8a6348,fourth
Sony ILCE-7,14553006809,b3a66fb175,5557,6,1/80,null,1600,2014:07:24 20:40:47,null,#91a5af,fourth
Sony ILCE-7,14713091734,97c25d302e,2932,3,1/640,null,200,2014:07:21 19:10:07,null,#2e2f24,fourth
Sony ILCE-7,14877832271,b5691fc6b0,3894,4,1/320,null,200,2014:07:21 19:07:25,null,#202817,fourth
Sony ILCE-7,14694341777,ab591725dc,3926,4,1/800,null,200,2014:07:21 19:04:23,null,#121a0e,fourth
Canon EOS REBEL T3i,14519963117,5a2d8be3f3,3902,4,1/80,5.6,400,2014:07:20 10:40:40,50 mm,#e78e7f,fourth
Sony ILCE-7,14701969371,8758e2322a,3908,4,1/500,null,100,2014:07:19 14:58:49,null,#292520,fourth
Sony ILCE-7,14518704397,6b8f553758,5568,6,1/100,null,400,2014:07:18 18:55:02,null,#444444,fourth
Sony ILCE-7,14723531665,5e4f0518a8,3907,4,1/160,null,800,2014:07:17 19:41:09,null,#c9c3c7,fourth
Sony ILCE-7,14493751208,a208607268,3923,4,1/40,null,400,2014:07:16 19:57:32,null,#dbc6b7,fourth
Sony ILCE-7,14644511046,0a5c6aa7de,2915,3,1/320,null,800,2014:07:15 17:54:13,null,#353c3f,fourth
Sony ILCE-7,14664312991,caffd2898c,2911,3,1/2500,null,1250,2014:07:14 16:16:18,null,#1f6e9d,fourth
Sony ILCE-7,14481078017,8aa11407db,5596,6,1/1000,null,1250,2014:07:13 17:28:12,null,#e2e5e4,fourth
Sony ILCE-7,14880535882,a7901f16db,3877,4,1/640,null,250,2014:07:12 14:57:37,null,#1b5975,fourth
Sony ILCE-7,14454788587,12651980ff,3875,4,1/1000,null,250,2014:07:12 14:46:07,null,#35332f,fourth
Sony ILCE-7,14454533430,3fe2eff3e5,3903,4,1/125,null,400,2014:07:11 14:54:27,null,#bd9180,fourth
Sony ILCE-7,14444235650,e818852f6f,3836,4,1/125,null,200,2014:07:10 18:48:17,null,#c4c7b5,fourth
Sony ILCE-7,14431721690,2f02f48ef6,3898,4,6,null,100,2014:07:09 20:57:19,null,#e4a15f,fourth
Sony ILCE-7,14616304384,66d21bf412,3858,4,1/250,null,200,2014:07:08 19:04:54,null,#293620,fourth
Sony ILCE-7,14616306204,48415d5a8c,2933,3,1/100,null,800,2014:07:07 18:55:51,null,#242722,fourth
Sony ILCE-7,14407975878,ab41eff025,2922,3,1/125,null,800,2014:07:06 19:40:28,null,#cdcdcf,fourth
Sony ILCE-7,14581731871,5d32858ff8,5564,6,1/200,null,800,2014:07:05 18:41:23,null,#cfcfcf,fourth
Sony ILCE-7,14562006006,4f45d84318,3885,4,1/160,null,2000,2014:07:04 20:09:23,null,#121d19,fourth
Sony ILCE-7,14566465461,18942c130a,3904,4,1/80,null,200,2014:07:03 19:17:34,null,#2a2b2d,fourth
Sony ILCE-7,14383211568,200540e19d,5542,6,1/80,null,200,2014:07:03 19:16:21,null,#3d3c38,fourth
Sony ILCE-7,14383212238,8781b992a4,5576,6,1/1000,null,160,2014:07:03 19:13:36,null,#1d2b2f,fourth
Sony ILCE-7,14543763026,b720dd6833,2900,3,1/160,null,320,2014:07:02 22:00:28,null,#b1b6b3,fourth
Sony ILCE-7,14576353153,6162cc73fa,3843,4,1/60,null,1600,2014:07:01 20:02:31,null,#cbcbcb,fourth
Sony ILCE-7,14547626872,f38d5e5e81,3863,4,1/125,null,640,2014:06:30 20:52:26,null,#3e3125,fourth
Sony ILCE-7,14547647002,2cb8eb7e9f,3917,4,1/100,null,400,2014:06:29 17:26:56,null,#b19b84,fourth
Sony ILCE-7,14568682713,8e0a4c8db2,3885,4,1/100,null,400,2014:06:28 21:06:18,null,#c8bfac,fourth
LG Electronics ,14338245889,6a69fe6d85,2937,3,1/704,2.4,100,2014:06:27 08:14:53,null,#22211e,fourth
Sony ILCE-7,14333581148,3c322be6a2,3838,4,1/80,null,100,2014:06:26 17:31:57,null,#e3e4e6,fourth
Sony ILCE-7,14513254164,8c4571296b,2925,3,1/60,null,2000,2014:06:25 21:04:04,null,#c6bdae,fourth
Sony ILCE-7,14328204607,a11c823851,2935,3,1/160,null,3200,2014:06:24 20:51:14,null,#101818,fourth
Sony ILCE-7,14511269231,2a909b5d47,3894,4,1/160,null,800,2014:06:23 19:03:27,null,#c6bfc3,fourth
Sony ILCE-7,14900741973,2c75617ea4,3914,4,1/200,null,400,2014:06:23 18:58:41,null,#22281b,fourth
Sony ILCE-7,14577510196,a08d511f46,2915,3,1/125,null,1600,2014:06:23 18:56:10,null,#beb9bb,fourth
Sony ILCE-7,14620594753,d602e8f2b7,5033,6,1/200,null,100,2014:06:23 18:53:41,null,#1f291c,fourth
Sony ILCE-7,14507596583,23c5e038da,3867,4,1/160,null,400,2014:06:22 17:40:56,null,#231b17,fourth
Sony ILCE-7,14822418441,7296578faa,2916,3,1/2000,null,500,2014:06:22 13:44:52,null,#1d312d,fourth
Sony ILCE-7,14476220132,b4481eb6af,3912,4,1/8000,null,100,2014:06:21 18:26:16,null,#9f783d,fourth
Sony ILCE-7,14284530367,9a80cf74f9,2929,3,1/1000,null,100,2014:06:20 17:14:10,null,#dcd7d9,fourth
Sony ILCE-7,14277137457,cba2eb25e2,2913,3,1/3200,null,100,2014:06:19 17:30:47,null,#c2bfa3,fourth
Sony ILCE-7,14276949479,2033544deb,3851,4,1/1250,null,100,2014:06:19 17:10:13,null,#97793f,fourth
Sony ILCE-7,14277136617,0c1a468dc7,5472,6,1/1000,null,100,2014:06:19 17:05:15,null,#d1d3ca,fourth
Sony ILCE-7,14276981130,dd464580ee,2919,3,1/2000,null,100,2014:06:19 16:59:56,null,#5b4a30,fourth
Sony ILCE-7,14462473274,ee64981184,3915,4,1/1000,null,100,2014:06:19 16:58:30,null,#302c20,fourth
Sony ILCE-7,14453218691,3f90c77582,5485,6,1/1000,null,320,2014:06:18 18:51:41,null,#2e2716,fourth
Sony ILCE-7,14455044782,e6cdbb8bae,2926,3,1/60,null,3200,2014:06:17 21:54:49,null,#c5ab99,fourth
Sony ILCE-7,14455291654,3192831a81,3898,4,1/400,null,125,2014:06:16 18:21:45,null,#baad85,fourth
Sony ILCE-7,14439572384,f5b8b3fa6c,2928,3,1/125,null,100,2014:06:15 07:54:32,null,#202620,fourth
Sony ILCE-7,14254235937,1809fcefb1,3910,4,1/80,null,250,2014:06:14 19:20:58,null,#11171a,fourth
Canon EOS 60D,14254065170,47f4c2be89,3872,4,1/60,3.5,400,2014:06:13 16:25:55,19 mm,#bcb7b9,fourth
Sony ILCE-7,14252309619,5cfd10c50f,3889,4,1/100,null,320,2014:06:12 19:12:07,null,#312120,fourth
Sony ILCE-7,14437638412,2a3f440be1,5519,6,1/250,null,400,2014:06:11 18:34:04,null,#303322,fourth
Sony ILCE-7,14252387738,f452a973ef,5077,6,1/60,null,1000,2014:06:10 23:35:30,null,#d0ab86,fourth
Sony ILCE-7,14394484385,8d10a6e358,5542,6,1/125,null,100,2014:06:09 16:11:30,null,#cdced3,fourth
Sony ILCE-7,14365080876,c2a2ee9b79,5159,6,1/80,null,250,2014:06:08 18:06:44,null,#c9bec1,fourth
Sony ILCE-7,14372253265,bb56c433f9,2931,3,1/100,null,200,2014:06:07 07:44:23,null,#d2cfd0,fourth
Sony ILCE-7,14363102552,9081e80c66,2913,3,1/100,null,400,2014:06:06 16:07:14,null,#1b232d,fourth
LG Electronics LG-LS720,14168059940,3f9f09c399,3874,4,1/30,2.4,400,2014:06:05 13:42:45,null,#251d32,fourth
Sony ILCE-7,14349970134,b1a5056d7f,2911,3,1/200,null,1600,2014:06:04 07:56:52,null,#393e33,fourth
Sony ILCE-7,14340217701,78bacb40db,3851,4,1/100,null,800,2014:06:03 18:46:50,null,#202020,fourth
Sony ILCE-7,14335495295,9b5b358c1e,5118,6,1/100,null,800,2014:06:02 17:16:42,null,#ce9b87,fourth
Sony ILCE-7,14334755974,3.49E+14,3918,4,1/160,null,800,2014:06:01 17:59:48,null,#173d25,fourth
Sony ILCE-7,14295864806,2f498898bc,2921,3,1/160,null,1600,2014:05:31 13:15:26,null,#425158,fourth
Sony ILCE-7,14132406809,86e4d1b700,5524,6,1/160,null,800,2014:05:30 20:04:55,null,#bcb8ab,fourth
Sony ILCE-7,14120864777,98bed7c19b,3758,4,1/100,null,2000,2014:05:29 20:18:07,null,#c5874a,fourth
Sony ILCE-7,14857873386,190c346d16,3898,4,1/40,null,1600,2014:05:29 20:13:43,null,#100d0e,fourth
Sony ILCE-7,14857875126,867a0c681e,3837,4,1/80,null,2000,2014:05:29 20:00:03,null,#ca8756,fourth
Sony ILCE-7,14694258908,9541cc1916,5581,6,1/80,null,2000,2014:05:29 19:57:17,null,#c47f43,fourth
Sony ILCE-7,14694186150,ce0d42171b,3847,4,1/80,null,2000,2014:05:29 19:53:35,null,#c69a86,fourth
Sony ILCE-7,14880538832,baeffc6af0,3888,4,1/125,null,1600,2014:05:29 19:50:55,null,#0d1312,fourth
Sony ILCE-7,14361374484,3b37b763b3,2930,3,1/60,null,1600,2014:05:27 17:41:22,null,#f7f6f6,fourth
Sony ILCE-7,14117647707,28a780d852,5574,6,1/60,null,400,2014:05:27 17:14:49,null,#1c2628,fourth
Sony ILCE-7,14278478532,d8481c7350,5510,6,1/25,null,100,2014:05:26 11:07:49,null,#cdcec9,fourth
Sony ILCE-7,14268941832,006ba67360,3699,4,1/160,null,100,2014:05:25 08:06:42,null,#25382c,fourth
Sony ILCE-7,14270620644,9f44d7c5ba,5526,6,1/200,null,100,2014:05:24 10:45:54,null,#e0dade,fourth
Sony ILCE-7,14084384369,991a7b8c51,2932,3,1/250,null,1600,2014:05:23 22:43:13,null,#0d1616,fourth
Sony ILCE-7,14413885890,cddbd511d3,3923,4,6,null,400,2014:05:22 20:12:41,null,#22212f,fourth
Sony ILCE-7,14620596493,bf1b61f776,3917,4,1/100,null,2000,2014:05:22 20:08:50,null,#b28a7e,fourth
Sony ILCE-7,14291225443,572cb5c5ed,3801,4,1/100,null,2000,2014:05:22 20:08:05,null,#e2c6ca,fourth
Sony ILCE-7,14878427104,71a1123efd,3854,4,1/250,null,1250,2014:05:22 18:57:33,null,#3b261c,fourth
Sony ILCE-7,14694346717,9e38ef3b98,3851,4,1/125,null,1250,2014:05:21 20:19:03,null,#d5cac9,fourth
Sony ILCE-7,14268966532,11606eafbe,2929,3,1/250,null,1250,2014:05:21 20:12:04,null,#101414,fourth
Sony ILCE-7,14084452140,f9633a2779,3769,4,1/125,null,800,2014:05:20 19:57:29,null,#1a3c3b,fourth
Sony ILCE-7,14291234733,3f366e8143,5565,6,1/320,null,100,2014:05:19 17:22:25,null,#282725,fourth
Sony ILCE-7,14270637464,7a84b42432,3714,4,1/100,null,800,2014:05:18 23:36:28,null,#0995d8,fourth
Sony ILCE-7,14212731321,b39c32465d,5273,6,1/1600,null,100,2014:05:17 11:08:07,null,#263625,fourth
Sony ILCE-7,14478627535,85f61c5351,2901,3,1/200,null,1600,2014:05:16 19:31:56,null,#e2d6d5,fourth
Sony ILCE-7,14455536486,b812dabc16,5313,6,1/250,null,200,2014:05:16 18:57:23,null,#c0a89f,fourth
Sony ILCE-7,14455540216,0bdf1d15ed,5153,6,1/125,null,200,2014:05:16 18:56:52,null,#383a39,fourth
Sony ILCE-7,14475264201,b70d55322e,3855,4,1/100,null,100,2014:05:16 18:48:07,null,#efedee,fourth
Sony ILCE-7,14212731631,0b5608a565,2927,3,1/125,null,100,2014:05:16 18:30:48,null,#1b232a,fourth
Sony ILCE-7,14292054368,894ec11d42,3856,4,1/100,null,100,2014:05:16 18:23:41,null,#272a20,fourth
Sony ILCE-7,14121752288,cb4a260b60,3813,4,1/125,null,100,2014:05:15 21:43:26,null,#bac7d8,fourth
Sony ILCE-7,14307824304,c8aa7afc2f,2901,3,1/125,null,100,2014:05:15 21:40:48,null,#a2b0c5,fourth
Sony ILCE-7,14121785760,0835336bc6,3797,4,1/125,null,100,2014:05:15 21:17:02,null,#b8b8bf,fourth
Sony ILCE-7,14306521712,ce7f9a64a5,5535,6,1/125,null,100,2014:05:15 21:02:56,null,#a19198,fourth
Sony ILCE-7,14285265136,b68a13e0d4,2919,3,1/125,null,100,2014:05:15 20:51:33,null,#bdabb2,fourth
Sony ILCE-7,14121751488,09dbdb4d36,5071,6,1/125,null,100,2014:05:15 20:26:40,null,#bbaeb1,fourth
Sony ILCE-7,14306520022,188583c36a,3758,4,1/125,null,100,2014:05:15 20:15:54,null,#231918,fourth
Sony ILCE-7,14308404925,ab90225a5a,2898,3,1/125,null,100,2014:05:15 20:02:38,null,#dfd3d4,fourth
Sony ILCE-7,14215845184,573a00db7d,2917,3,1/125,null,100,2014:05:15 19:44:46,null,#e1d9db,fourth
Sony ILCE-7,14215845644,5155252c23,5532,6,1/80,null,320,2014:05:14 23:32:05,null,#b3b4b3,fourth
Sony ILCE-7,14203376893,1edfe28799,5579,6,1/25,null,400,2014:05:13 21:13:20,null,#ceae9f,fourth
Sony ILCE-7,14171855911,8619b7f16f,7334,8,1/800,null,200,2014:05:12 17:42:57,null,#d6d6b8,fourth
Sony ILCE-7,13988518220,0a30c29e4b,7407,8,1/125,null,400,2014:05:11 21:55:41,null,#d2b778,fourth
Sony ILCE-7,14157748255,9ff56fb09d,5031,6,1/1000,null,80,2014:05:10 14:17:33,null,#d3a5a2,fourth
Sony ILCE-7,14154938502,ea039efc5f,7436,8,1/1000,null,80,2014:05:10 14:05:15,null,#262118,fourth
Sony ILCE-7,13971085169,fef274884d,7395,8,1/1000,null,80,2014:05:10 13:57:32,null,#2b3a3c,fourth
Sony ILCE-7,13971090170,82e5ef4a3a,2902,3,1/250,null,80,2014:05:10 13:54:41,null,#cfc4bc,fourth
Sony ILCE-7,13971116548,bde5385af6,5507,6,1/250,null,80,2014:05:10 13:53:36,null,#33312d,fourth
Sony ILCE-7,13971122608,abc4b2df12,7410,8,1/1600,null,80,2014:05:10 13:50:23,null,#d1b7ba,fourth
Sony ILCE-7,13971111808,2d5d8158b4,5479,6,1/400,null,100,2014:05:10 13:34:47,null,#dac6bd,fourth
Sony ILCE-7,14173915563,315fbc3a56,7340,8,1/80,null,100,2014:05:09 18:38:05,null,#1b2d2c,fourth
Sony ILCE-7,14137590681,e3a4da9565,5037,6,1/100,null,400,2014:05:08 11:54:15,null,#313533,fourth
Sony ILCE-7,14132572871,9bf14f0fa0,7359,8,1/200,null,800,2014:05:07 18:47:36,null,#cec6cf,fourth
