"camera","id","secret","server","farm","exposure","aperture","iso","date-taken","focal-length","color","daily-project-active","color2"
"Sony ILCE-7","14857873386","190c346d16","3898","4","1/40","null","1600","2014:05:29 20:13:43","null","#bc6b43","fourth","#100d0e"
"Sony ILCE-7","14361374484","3b37b763b3","2930","3","1/60","null","1600","2014:05:27 17:41:22","null","null","fourth","#f7f6f6"
"Sony ILCE-7","14117647707","28a780d852","5574","6","1/60","null","400","2014:05:27 17:14:49","null","#bc8047","fourth","#1c2628"
"Sony ILCE-7","14291225443","572cb5c5ed","3801","4","1/100","null","2000","2014:05:22 20:08:05","null","#183c94","fourth","#e2c6ca"
"Sony ILCE-7","14878427104","71a1123efd","3854","4","1/250","null","1250","2014:05:22 18:57:33","null","#38b4c0","fourth","#3b261c"
"Sony ILCE-7","14278478532","d8481c7350","5510","6","1/25/2017","null","100","2014:05:26 11:07:49","null","#be7f26","fourth","#cdcec9"
"Sony ILCE-7","14268966532","11606eafbe","2929","3","1/250","null","1250","2014:05:21 20:12:04","null","#bc6434","fourth","#101414"
"Sony ILCE-7","14268941832","006ba67360","3699","4","1/160","null","100","2014:05:25 08:06:42","null","#2dafd0","fourth","#25382c"
"Sony ILCE-7","14694346717","9e38ef3b98","3851","4","1/125","null","1250","2014:05:21 20:19:03","null","#a44c24","fourth","#d5cac9"
"Sony ILCE-7","14084384369","991a7b8c51","2932","3","1/250","null","1600","2014:05:23 22:43:13","null","#f08848","fourth","#0d1616"
"Sony ILCE-7","14620596493","bf1b61f776","3917","4","1/100","null","2000","2014:05:22 20:08:50","null","#955b3b","fourth","#b28a7e"
"Sony ILCE-7","14270620644","9f44d7c5ba","5526","6","1/200","null","100","2014:05:24 10:45:54","null","#58d4e4","fourth","#e0dade"
"Sony ILCE-7","14413885890","cddbd511d3","3923","4","6","null","400","2014:05:22 20:12:41","null","#d4794d","fourth","#22212f"
"Sony ILCE-7","14084452140","f9633a2779","3769","4","1/125","null","800","2014:05:20 19:57:29","null","#0eacbe","fourth","#1a3c3b"
"Sony ILCE-7","14291234733","3f366e8143","5565","6","1/320","null","100","2014:05:19 17:22:25","null","#89aad1","fourth","#282725"
"Sony ILCE-7","14270637464","7a84b42432","3714","4","1/100","null","800","2014:05:18 23:36:28","null","#0496dc","fourth","#0995d8"
"Sony ILCE-7","14212731631","0b5608a565","2927","3","1/125","null","100","2014:05:16 18:30:48","null","#28a8a8","fourth","#1b232a"
"Sony ILCE-7","14478627535","85f61c5351","2901","3","1/200","null","1600","2014:05:16 19:31:56","null","#348488","fourth","#e2d6d5"
"Sony ILCE-7","14475264201","b70d55322e","3855","4","1/100","null","100","2014:05:16 18:48:07","null","#44c8cc","fourth","#efedee"
"Sony ILCE-7","14455540216","0bdf1d15ed","5153","6","1/125","null","200","2014:05:16 18:56:52","null","#376080","fourth","#383a39"
"Sony ILCE-7","14292054368","894ec11d42","3856","4","1/100","null","100","2014:05:16 18:23:41","null","#6c6c34","fourth","#272a20"
"Sony ILCE-7","14212731321","b39c32465d","5273","6","1/1/1600","null","100","2014:05:17 11:08:07","null","#50a4a8","fourth","#263625"
"Sony ILCE-7","14455536486","b812dabc16","5313","6","1/250","null","200","2014:05:16 18:57:23","null","#ac6c4c","fourth","#c0a89f"
"Sony ILCE-7","14307824304","c8aa7afc2f","2901","3","1/125","null","100","2014:05:15 21:40:48","null","#527fac","fourth","#a2b0c5"
"Sony ILCE-7","14306521712","ce7f9a64a5","5535","6","1/125","null","100","2014:05:15 21:02:56","null","#ac5270","fourth","#a19198"
"Sony ILCE-7","14215845184","573a00db7d","2917","3","1/125","null","100","2014:05:15 19:44:46","null","#1c2098","fourth","#e1d9db"
"Sony ILCE-7","14285265136","b68a13e0d4","2919","3","1/125","null","100","2014:05:15 20:51:33","null","#b27f4c","fourth","#bdabb2"
"Sony ILCE-7","14215845644","5155252c23","5532","6","1/80","null","320","2014:05:14 23:32:05","null","#4372bf","fourth","#b3b4b3"
"Sony ILCE-7","14121752288","cb4a260b60","3813","4","1/125","null","100","2014:05:15 21:43:26","null","#b27f4c","fourth","#bac7d8"
"Sony ILCE-7","14308404925","ab90225a5a","2898","3","1/125","null","100","2014:05:15 20:02:38","null","#e2ca6a","fourth","#dfd3d4"
"Sony ILCE-7","14121751488","09dbdb4d36","5071","6","1/125","null","100","2014:05:15 20:26:40","null","#b27f4c","fourth","#bbaeb1"
"Sony ILCE-7","14306520022","188583c36a","3758","4","1/125","null","100","2014:05:15 20:15:54","null","#bc8470","fourth","#231918"
"Sony ILCE-7","14121785760","0835336bc6","3797","4","1/125","null","100","2014:05:15 21:17:02","null","null","fourth","#b8b8bf"
"Sony ILCE-7","14171855911","8619b7f16f","7334","8","1/800","null","200","2014:05:12 17:42:57","null","#bfa914","fourth","#d6d6b8"
"Sony ILCE-7","14203376893","1edfe28799","5579","6","1/25/2017","null","400","2014:05:13 21:13:20","null","#c15339","fourth","#ceae9f"
"Sony ILCE-7","13988518220","0a30c29e4b","7407","8","1/125","null","400","2014:05:11 21:55:41","null","#c1a25d","fourth","#d2b778"
"Sony ILCE-7","13971111808","2d5d8158b4","5479","6","1/400","null","100","2014:05:10 13:34:47","null","#bc643c","fourth","#dac6bd"
"Sony ILCE-7","14154938502","ea039efc5f","7436","8","1/1/1000","null","80","2014:05:10 14:05:15","null","#84643c","fourth","#262118"
"Sony ILCE-7","13971085169","fef274884d","7395","8","1/1/1000","null","80","2014:05:10 13:57:32","null","#e6bd44","fourth","#2b3a3c"
"Sony ILCE-7","13971122608","abc4b2df12","7410","8","1/1/1600","null","80","2014:05:10 13:50:23","null","#1c67a5","fourth","#d1b7ba"
"Sony ILCE-7","14157748255","9ff56fb09d","5031","6","1/1/1000","null","80","2014:05:10 14:17:33","null","#f44c8c","fourth","#d3a5a2"
"Sony ILCE-7","13971116548","bde5385af6","5507","6","1/250","null","80","2014:05:10 13:53:36","null","#c69e53","fourth","#33312d"
"Sony ILCE-7","13971090170","82e5ef4a3a","2902","3","1/250","null","80","2014:05:10 13:54:41","null","#b63c2c","fourth","#cfc4bc"
"Sony ILCE-7","14137590681","e3a4da9565","5037","6","1/100","null","400","2014:05:08 11:54:15","null","#ccbc3c","fourth","#313533"
"Sony ILCE-7","14088586586","1d5f17b0a8","7304","8","1/250","null","800","2014:05:02 19:36:32","null","#c71093","fourth","#12060d"
"Sony ILCE-7","14173915563","315fbc3a56","7340","8","1/80","null","100","2014:05:09 18:38:05","null","#78b8e0","fourth","#1b2d2c"
"Sony ILCE-7","14880885585","944f39d4d6","5570","6","1/250","null","800","2014:05:02 11:54:26","null","#5cccd0","fourth","#d6d6d6"
"Sony ILCE-7","14097584016","001e81edf8","7344","8","1/100","null","400","2014:05:05 19:51:47","null","#a3762c","fourth","#c2bab4"
"Sony ILCE-7","14068686026","c1cb13bf5d","2913","3","1/1/1250","null","100","2014:05:01 17:46:45","null","#83a4c4","fourth","#25160a"
"Sony ILCE-7","14131798123","fc2f861381","7415","8","1/1/4000","null","100","2014:05:03 09:50:21","null","#547cb2","fourth","#d0c1b8"
"Sony ILCE-7","13925101879","251423f48b","7325","8","1/100","null","400","2014:05:04 21:49:20","null","#ac48b0","fourth","#ababab"
"Sony ILCE-7","14011997843","4618d49388","7086","8","1/50","null","800","2014:04:23 22:40:59","null","#4d6eab","fourth","#ccd1cd"
"Sony ILCE-7","13941685430","513f1ef0c7","2925","3","1/100","null","100","2014:05:06 18:19:36","null","#cb4f30","fourth","#ddd0ca"
"Sony ILCE-7","14099156433","b36af4b448","2927","3","1/250","null","320","2014:04:30 17:00:15","null","null","fourth","#c5beb7"
"Sony ILCE-7","14056708904","257ae2534e","2912","3","1/100","null","400","2014:04:27 09:46:03","null","#be8742","fourth","#36302b"
"Sony ILCE-7","14053052792","1c3ec7b100","7385","8","1/125","null","100","2014:04:26 17:49:29","null","#5c7c36","fourth","#e6e2e1"
"Sony ILCE-7","14132572871","9bf14f0fa0","7359","8","1/200","null","800","2014:05:07 18:47:36","null","#51ad85","fourth","#cec6cf"
"Sony ILCE-7","13991592256","c616e7f7d4","7337","8","1/60","null","200","2014:04:24 16:17:25","null","null","fourth","#686868"
"Sony ILCE-7","14075957352","4b72fe7c8e","7447","8","1/100","null","1000","2014:04:30 00:51:37","null","#d4aa3a","fourth","#252f42"
"Sony ILCE-7","14011509192","37e0a52d11","5214","6","0.3","null","400","2014:04:25 12:21:25","null","#996611","fourth","#161a1d"
"Sony ILCE-7","13979365655","2259309ddf","7350","8","10","null","100","2014:04:22 22:04:48","null","#bc4434","fourth","#f9f4f2"
"Sony ILCE-7","13976193082","d7886947c3","7453","8","1/80","null","1000","2014:04:21 20:00:11","null","#d48c3c","fourth","#b6a88b"
"Sony ILCE-7","13943324342","43ed2abbe2","2924","3","1/250","null","100","2014:04:20 11:00:16","null","#dca45c","fourth","#2d3533"
"Sony ILCE-7","13943346411","f92cb23e64","2918","3","1/200","null","400","2014:04:19 18:20:46","null","#64b14d","fourth","#ebece8"
"Sony ILCE-7","13943357801","fb91c37cb4","7405","8","1/400","null","800","2014:04:18 18:31:51","null","#ab5e20","fourth","#332023"
"Sony ILCE-7","14019822376","faa7923edf","2904","3","1/100","null","200","2014:04:19 17:53:57","null","#c4753a","fourth","#9f9e8e"
"Sony ILCE-7","14019836656","ed31c25d33","5083","6","1/200","null","800","2014:04:19 16:13:28","null","#bfbf3f","fourth","#dedbd8"
"Sony ILCE-7","14694246079","b052e5bb65","3857","4","1/160","null","400","2014:04:19 18:15:21","null","#657134","fourth","#a3a375"
"Sony ILCE-7","14413918978","d80b660c5b","5157","6","1/200","null","400","2014:04:19 18:19:23","null","#bc8d6e","fourth","#cdb8aa"
"Sony ILCE-7","14039768981","8e4695bd48","2909","3","1/200","null","800","2014:04:19 18:07:07","null","#749444","fourth","#a6b68c"
"Sony ILCE-7","13908618543","7312d994b0","7079","8","1/400","null","200","2014:04:16 17:37:17","null","#c8c148","fourth","#cfcbb5"
"Sony ILCE-7","13754573743","df7ddbe91f","2893","3","1/50","null","400","2014:04:09 21:47:28","null","#39bdd6","fourth","#193c3c"
"Sony ILCE-7","13773978324","1801fe467a","3759","4","1/125","null","1600","2014:04:10 17:25:59","null","#be7444","fourth","#c5698e"
"Sony ILCE-7","13865173173","6b309eba87","7441","8","1/200","null","400","2014:04:14 17:47:34","null","#ac9c50","fourth","#2d3324"
"Sony ILCE-7","13920803525","7f0ea8cc6e","5488","6","1/30/2017","null","2500","2014:04:17 19:31:02","null","#a05c32","fourth","#ad9880"
"Sony ILCE-7","13841459933","9c42fca340","3685","4","1/25/2017","null","500","2014:04:13 22:49:38","null","#5854c0","fourth","#545454"
"Sony ILCE-7","13792601773","5548641c10","7050","8","1/250","null","1250","2014:04:11 07:02:01","null","#085494","fourth","#cec2c3"
"Sony ILCE-7","13826827995","b41d06acd0","2822","3","1/100","null","400","2014:04:12 08:27:36","null","#ac8c48","fourth","#282a25"
"Sony ILCE-7","13747503695","697d624e44","7117","8","1/640","null","2000","2014:04:08 19:50:21","null","#045cac","fourth","#c8d4cd"
"Sony ILCE-7","14079195925","1d7343a40e","2930","3","1/1/1600","null","200","2014:04:05 10:33:18","null","#84a1d4","fourth","#2e3726"
"Sony ILCE-7","13892576447","fe465ce365","5237","6","1/1/2000","null","200","2014:04:05 12:02:08","null","#2850d4","fourth","#295782"
"Sony ILCE-7","14076051582","1b850521e7","7409","8","1/1/1000","null","200","2014:04:05 10:04:12","null","null","fourth","#2e3736"
"Sony ILCE-7","13711337834","edaec6cb28","5568","6","1/200","null","1600","2014:04:07 20:46:32","null","#eecb1a","fourth","#c1b5a0"
"Sony ILCE-7","13888898864","38d72d9676","5007","6","1/200","null","1000","2014:04:15 19:07:24","null","#148ca4","fourth","#ddc5bd"
"Sony ILCE-7","13680678584","c968345785","7355","8","1/100","null","800","2014:04:05 12:42:13","null","null","fourth","#31353b"
"Sony ILCE-7","14099242323","aa1d2c925b","7412","8","1/1/2000","null","200","2014:04:05 12:04:13","null","#5c86b3","fourth","#2c2f2d"
"Sony ILCE-7","13687109653","284e3fbd2e","5313","6","1/100","null","200","2014:04:06 22:39:06","null","#be9452","fourth","#31321e"
"Sony ILCE-7","13747752693","b0f5d8291b","5173","6","1/640","null","2000","2014:04:08 19:48:02","null","#19b2e5","fourth","#c7c1af"
"Sony ILCE-7","13681518764","e9abc75de1","3699","4","1/100","null","100","2014:04:05 15:28:54","null","#a0ac1c","fourth","#afb4a1"
"Sony ILCE-7","13555752735","4d9531a0f9","3778","4","1/160","null","200","2014:03:31 21:08:40","null","#ccac44","fourth","#332a23"
"Sony ILCE-7","13531567443","e765f071ce","3700","4","1/500","null","100","2014:03:30 16:35:31","null","#3c6484","fourth","#232c32"
"Sony ILCE-7","13531773624","e6ee0587bb","2844","3","1/500","null","100","2014:03:30 16:35:04","null","#7ca4c4","fourth","#343a30"
"Sony ILCE-7","13576374565","506af18fdd","2886","3","1/125","null","500","2014:04:01 21:46:32","null","#bc8c44","fourth","#a8864e"
"Panasonic DMC-GH3","13680322555","38d141e972","7124","8","1/60","2.8","400","2014:04:04 19:30:59","null","#805c24","fourth","#221515"
"Sony ILCE-7","13597553085","6c93541378","7077","8","1/125","null","800","2014:04:02 21:16:22","null","#2d929b","fourth","#97c0c8"
"Sony ILCE-7","13620286204","63b2956d23","2917","3","1/125","null","400","2014:04:03 14:52:07","null","#0451ac","fourth","#135aae"
"Sony ILCE-7","13506021774","fcea2247b7","7190","8","1/60","null","1000","2014:03:30 00:12:58","null","#b4b034","fourth","#232323"
"Sony ILCE-7","13531789894","865f55f8b8","7240","8","1/400","null","1000","2014:03:30 12:34:49","null","#a45106","fourth","#d7d0d0"
"Sony ILCE-7","13481339355","4a81a04867","2932","3","1/800","null","100","2014:03:28 17:44:28","null","#bd742c","fourth","#1f2621"
"Sony ILCE-7","13461753283","82904a0904","7197","8","1/160","null","2000","2014:03:27 22:20:36","null","#8c1c1c","fourth","#c5b5ac"
"Sony ILCE-7","13791457005","8a5b7e429b","7234","8","1/100","null","400","2014:03:25 10:22:28","null","#985040","fourth","#1a1e1d"
"Sony ILCE-7","13791471395","4b040ee78d","2895","3","1/125","null","400","2014:03:24 16:39:58","null","null","fourth","#1b2625"
"Sony ILCE-7","13791478413","415b41d4f3","7165","8","1/160","null","800","2014:03:24 19:33:27","null","#bc4040","fourth","#b5c6cb"
"Sony ILCE-7","13791991454","f1952b1df2","5002","6","1/1/1000","null","200","2014:03:25 10:05:57","null","#547cb4","fourth","#c4c4d6"
"Sony ILCE-7","13791749715","a82c8a9314","2930","3","1/80","null","640","2014:03:25 09:47:26","null","#81613e","fourth","#a3887b"
"Sony ILCE-7","13791847854","304d4f4012","7438","8","1/125","null","400","2014:03:24 13:16:13","null","#886e3c","fourth","#181413"
"Sony ILCE-7","13791813794","ee9ae311a2","2915","3","1/500","null","200","2014:03:24 15:45:00","null","#984cc0","fourth","#232323"
"Sony ILCE-7","13791501215","324c0a82ef","3827","4","1/100","null","200","2014:03:24 13:48:53","null","#c4a46c","fourth","#c0bfa9"
"Sony ILCE-7","13791520553","b734924497","7191","8","1/160","null","200","2014:03:24 14:19:18","null","#8c5c3c","fourth","#1a130b"
"Sony ILCE-7","13791923443","e49111b7f8","3740","4","1/400","null","400","2014:03:23 16:48:27","null","#344c74","fourth","#d1d1d5"
"Sony ILCE-7","13791905804","3befcbbdf4","3823","4","1/800","null","200","2014:03:24 09:31:59","null","#d1983c","fourth","#b19d96"
"Sony ILCE-7","14598577234","c5ba04a990","2905","3","1/125","null","1600","2014:03:23 17:42:25","null","#d47f2a","fourth","#bebbb6"
"Sony ILCE-7","13792001344","b1f3e6b17e","3765","4","1/800","null","200","2014:03:24 12:50:28","null","#bf9f3f","fourth","#14150d"
"Canon EOS REBEL T3i","13791778624","d23a1009d8","7093","8","1/10/2017","3.5","1600","2014:03:23 18:42:12","null","#265874","fourth","#9bacb9"
"Sony ILCE-7","14599906272","1b023ae259","5487","6","1/800","null","200","2014:03:24 09:30:00","null","#9c6c1e","fourth","#bdc7c5"
"Sony ILCE-7","13791756535","6b004b37b3","3736","4","1/100","null","400","2014:03:23 17:53:18","null","#199dc4","fourth","#64b4c9"
"Sony ILCE-7","14600528205","7d04e955eb","5580","6","3.2","null","200","2014:03:23 18:43:38","null","#e4ba6c","fourth","#202137"
"Sony ILCE-7","13791582823","01ab106edf","2812","3","1/125","null","800","2014:03:23 18:16:04","null","#344c7c","fourth","#1a1512"
"Sony ILCE-7","13458123203","7e886e9d73","3752","4","1/160","null","100","2014:03:01 15:25:38","null","#289c24","fourth","#babcaf"
"Sony ILCE-7","13458369794","36c6c87d58","7111","8","1/500","null","200","2014:03:09 10:13:39","null","#dc5444","fourth","#dedcd6"
"Sony ILCE-7","14598577984","ce18465d49","3876","4","1/800","null","100","2014:03:01 10:08:31","null","#b6a134","fourth","#312a26"
"Sony ILCE-7","13457989405","e4331ba558","7259","8","1/500","null","100","2014:03:01 08:59:34","null","#1c9c34","fourth","#d2d6de"
"Sony ILCE-7","13458004165","272e73df11","2831","3","1/1/2500","null","200","2014:03:09 10:09:05","null","#abb846","fourth","#1b1910"
"Sony ILCE-7","13791891513","9c11abd28e","3833","4","1/320","null","400","2014:03:23 13:19:17","null","#0492b4","fourth","#15647b"
"Sony ILCE-7","14597252561","c73e32753f","5560","6","1/60","null","100","2014:03:01 08:51:46","null","#b84225","fourth","#d2ad9a"
"Sony ILCE-7","13458354864","a60ca3e27a","2892","3","1/200","null","100","2014:03:01 14:01:35","null","#b4744a","fourth","#2a2420"
"Sony ILCE-7","13458349854","e181e66b56","3814","4","1/500","null","100","2014:03:01 08:46:18","null","#8e6444","fourth","#c3cfd7"
"Sony ILCE-7","13457995005","8761e950a2","7167","8","1/200","null","100","2014:03:01 14:04:50","null","#a4982c","fourth","#211d17"
"Sony ILCE-7","13458004165","272e73df11","2831","3","1/1/2500","null","200","2014:03:09 10:09:05","null","#abb846","fourth","#1b1910"
"Panasonic DMC-GH3","13003390253","984c012bde","3750","4","1/60","2.8","200","2014:03:07 20:14:34","null","#5784b5","fourth","#15171d"
"Sony ILCE-7","12986973443","e2aa2aa163","7391","8","1/100","null","640","2014:03:06 21:54:07","null","#914a19","fourth","#78585f"
"Sony ILCE-7","12986834725","d862fab998","7355","8","1/50","null","2500","2014:03:06 21:29:07","null","#2a7fd4","fourth","#0b0e11"
"Canon EOS 60D","13026916495","9a3a43c81b","7353","8","1/50","1.8","1600","2014:03:08 20:31:21","null","#c6a612","fourth","#c8b461"
"Sony ILCE-7","13457979975","608c189cbb","3765","4","1/80","null","160","2014:03:01 08:15:51","null","#2cb0b8","fourth","#303134"
"Sony ILCE-7","13458106833","0dbe576d01","7201","8","1/400","null","100","2014:03:01 08:35:16","null","#49769a","fourth","#3a2126"
"Sony ILCE-7","12986922123","67fef7aef7","3601","4","1/60","null","1600","2014:03:06 20:07:04","null","#18408c","fourth","#181a14"
"Sony ILCE-7","12922671134","52ede16fa6","3752","4","1/400","null","200","2014:03:03 16:21:16","null","#8a5c38","fourth","#a27f60"
"Sony ILCE-7","13458123203","7e886e9d73","3752","4","1/160","null","100","2014:03:01 15:25:38","null","#289c24","fourth","#babcaf"
"Sony ILCE-7","12872730844","ff1d9e54fc","7321","8","1/80","null","160","2014:03:01 15:42:52","null","#7cb648","fourth","#b1a8a8"
"Sony ILCE-7","12901452644","d2db40976a","3822","4","1/1/1600","null","100","2014:03:02 14:27:25","null","#b64c48","fourth","#bfb0b0"
"Sony ILCE-7","12923039903","6724ba7482","3834","4","1/640","null","1250","2014:03:03 16:10:40","null","#ac3c24","fourth","#c6a590"
"Sony ILCE-7","12961870725","a88b973007","7445","8","1/125","null","100","2014:03:05 08:47:37","null","#b27f4c","fourth","#c2c1b9"
"Sony ILCE-7","12944737753","0e18da1636","2821","3","1/250","null","800","2014:03:04 19:57:07","null","#ac9404","fourth","#253333"
"Sony ILCE-7","12872554064","95bea0e4f6","3732","4","1/100","null","400","2014:03:01 16:27:28","null","#4a77a5","fourth","#c9cbcf"
"Sony ILCE-7","13457995005","8761e950a2","7167","8","1/200","null","100","2014:03:01 14:04:50","null","#a4982c","fourth","#211d17"
"Sony ILCE-7","13791898405","2.69E+28","2830","3","1/250","null","400","2014:03:23 17:35:26","null","#32cc3f","fourth","#a4a4a4"
"Sony ILCE-7","13457989405","e4331ba558","7259","8","1/500","null","100","2014:03:01 08:59:34","null","#1c9c34","fourth","#d2d6de"
"Sony ILCE-7","13458354864","a60ca3e27a","2892","3","1/200","null","100","2014:03:01 14:01:35","null","#b4744a","fourth","#2a2420"
"Sony ILCE-7","14598577984","ce18465d49","3876","4","1/800","null","100","2014:03:01 10:08:31","null","#b6a134","fourth","#312a26"
"Sony ILCE-7","13458106833","0dbe576d01","7201","8","1/400","null","100","2014:03:01 08:35:16","null","#49769a","fourth","#3a2126"
"Sony ILCE-7","12872209043","0a760a8812","7437","8","1/80","null","100","2014:03:01 12:56:54","null","#ac5c4c","fourth","#d2d0d2"
"Sony ILCE-7","13457979975","608c189cbb","3765","4","1/80","null","160","2014:03:01 08:15:51","null","#2cb0b8","fourth","#303134"
"Sony ILCE-7","14597252561","c73e32753f","5560","6","1/60","null","100","2014:03:01 08:51:46","null","#b84225","fourth","#d2ad9a"
"Sony ILCE-7","13458349854","e181e66b56","3814","4","1/500","null","100","2014:03:01 08:46:18","null","#8e6444","fourth","#c3cfd7"
"Sony ILCE-7","12871387184","df85ea7625","3792","4","1/100","null","6400","2014:02:28 18:39:32","null","#ab563d","fourth","#2a1915"
"Sony ILCE-7","12831009375","e56367e981","7386","8","1/160","null","3200","2014:02:27 18:03:33","null","#1fa4d7","fourth","#d2b381"
"Sony ILCE-7","12787947605","42b727d00c","2844","3","1/100","null","800","2014:02:25 22:55:52","null","#5cd8dc","fourth","#e3e3e3"
"Sony ILCE-7","12810566974","4ac6398b8a","5521","6","1/100","null","640","2014:02:26 22:04:01","null","#b3734b","fourth","#a1a6ad"
"Sony ILCE-7","12741333783","e9d0997f0f","7432","8","1/200","null","200","2014:02:23 17:39:48","null","#748ecc","fourth","#c9d0e4"
"Sony ILCE-7","12831425454","0483c527ae","3705","4","1/200","null","400","2014:02:27 16:59:00","null","#b44048","fourth","#c7c3c2"
"Sony ILCE-7","12717219795","45c7637647","7377","8","1/80","null","400","2014:02:22 17:11:20","null","#a46c3c","fourth","#302520"
"Sony ILCE-7","12765581025","115f733f76","5491","6","1/80","null","5000","2014:02:24 20:43:25","null","#9a5e38","fourth","#b7917f"
"Sony ILCE-7","12831066173","6f9a4ec97f","7454","8","1/400","null","640","2014:02:27 16:25:24","null","#2989bc","fourth","#c5c1c0"
"Sony ILCE-7","12766017385","3889cbb6be","7380","8","1/320","null","6400","2014:02:24 20:56:57","null","#c9613e","fourth","#bbaebd"
"Sony ILCE-7","12669748765","5e862512d6","3784","4","1/100","null","800","2014:02:20 21:42:57","null","#903c34","fourth","#19181b"
"Nikon D5000","12651602375","cb7b3801fd","7368","8","1/100","1.8","200","2014:02:20 16:52:17","null","#b45f4a","fourth","#a3acc5"
"Sony ILCE-7","12830982895","2e35d42580","2876","3","1/250","null","100","2014:02:22 00:17:04","null","#bc8659","fourth","#9f694a"
"Sony ILCE-7","12830986135","7993bcf812","2894","3","1/320","null","100","2014:02:22 00:14:49","null","#b67747","fourth","#a56c48"
"Nikon D5000","12149802036","b85d08099f","2876","3","1/100","null","400","2013:12:25 15:04:19","null","#4494b4","","#302926"
"Nikon D5000","12149787856","e39de60160","2817","3","1/200","null","400","2014:01:05 13:48:38","null","#b7ab47","","#dfd6d0"
"Nikon D5000","12149405383","e599e0dcda","7330","8","1/160","null","200","2013:12:25 12:58:13","null","#a8451d","","#353227"
"Nikon D5000","12149391603","6475f3ac27","7414","8","1/40","null","800","2013:12:26 22:19:31","null","#dc662e","","#c9ae99"
"Sony ILCE-7","12693493515","42f3211d7c","3828","4","1/320","null","100","2014:02:22 00:14:31","null","#ae7854","fourth","#ae7b5a"
"Nikon D5000","12149385443","14e9052651","3795","4","1/50","null","400","2013:12:28 07:36:32","null","#c8803c","","#10151b"
"Nikon D5000","12149145305","3744bed9df","3689","4","1/50","null","200","2013:12:24 18:34:11","null","#9b4db1","","#e2e2e2"
"Nikon D5000","12149555744","37b431b1d7","5537","6","1/500","null","200","2013:12:22 17:32:28","null","#c0544e","","#23251d"
"Nikon D5000","12149809996","5f455960ae","7401","8","1/200","null","100","2013:12:24 15:01:00","null","#d03048","","#2b2832"
"Nikon D5000","12149410543","c71444649f","5490","6","1/100","null","200","2013:12:22 17:34:46","null","#be6e4a","","#c9a8a0"
"Nikon D5000","12149858186","63b420af9c","5508","6","1/800","null","400","2013:12:20 10:22:25","null","#8cb45c","","#e1dbda"
"Nikon D5000","12149182495","eb2dda578c","5511","6","1/200","null","400","2013:12:20 10:42:54","null","#c4ac84","","#1e1e19"
"Nikon D5000","12149403503","12dc940946","2851","3","1/80","null","100","2013:12:24 15:18:07","null","#e79017","","#b0bab8"
"Nikon D5000","12149434663","b54b902995","7327","8","1/1/1000","null","400","2013:12:20 10:22:54","null","#449ccc","","#2c342b"
"Nikon D5000","12149593784","eeb85bae16","7408","8","1/1/1250","null","200","2013:12:20 12:07:12","null","#af4405","","#262119"
"LG Electronics LG-LS720","11513676474","89e83b4963","3757","4","null","null","null","2013:12:23 05:01:54","null","#285bd6","","#e7ebd4"
"Nikon D5000","12149889866","4836b72bf7","5534","6","1/60","null","100","2013:12:17 01:21:20","null","#bc4040","","#f4f4f4"
"Nikon D5000","12149633104","fcf23d27dd","3802","4","1/80","null","100","2013:12:18 03:22:34","null","#c038a8","","#3b2d21"
"Nikon D5000","12149856096","6565d610ce","5525","6","1/200","null","400","2013:12:20 10:16:27","null","#c1ac74","","#cfcdb8"
"Nikon D5000","12149886896","330bc06089","5508","6","1/80","null","100","2013:12:17 01:04:34","null","#4892b9","","#272b1e"
"Nikon D5000","12149619204","e51f0fa07b","7412","8","1/200","null","100","2013:12:17 00:18:40","null","#289cb8","","#d3cdb9"
"Nikon D5000","12149607424","b8abfbae39","5545","6","1/80","null","800","2013:12:18 05:28:44","null","#04a54c","","#089a46"
"Nikon D5000","12149639874","8cdaaafba0","3736","4","1/80","null","200","2013:12:19 09:48:35","null","#c84850","","#d9d2ca"
"Nikon D5000","12149486753","8c81f91981","2839","3","1/80","null","800","2013:12:18 05:27:01","null","#449cf4","","#dabda5"
"Nikon D5000","12149943976","ea33111d63","2889","3","1/60","null","100","2013:12:17 01:26:38","null","#b064d4","","#f0f0f0"
"Nikon D5000","12149591404","64030c261a","2870","3","1/400","null","400","2013:12:20 10:08:27","null","#bc4444","","#212d27"
"Nikon D5000","11386431983","d965bdd96f","2828","3","1/320","0","100","2013:12:13 11:52:46","null","null","","#323745"
"Nikon D5000","12149214155","a7a827650d","3755","4","1/400","null","100","2013:12:16 21:08:05","null","#adb64c","","#d6d9ca"
"Nikon D5000","12149616844","be89a696b3","5476","6","1/1/1600","null","100","2013:12:16 22:09:41","null","#744834","","#cdd4d1"
"Nikon D5000","12149629174","4274b0fcc6","7347","8","1/1/1250","null","100","2013:12:16 21:58:49","null","#c48e74","","#2a2525"
"Nikon D5000","10810670125","b77450b135","5472","6","1/40","null","800","2013:11:10 17:55:57","null","#825832","","#6f8972"
"Nikon D5000","11216345974","9f50ecab62","7457","8","1/40","null","200","2013:11:29 17:59:14","null","#b85951","","#0e0f0e"
"Nikon D5000","12149221595","82698a4be5","2882","3","1/60","null","100","2013:12:16 22:49:36","null","#9c8c3c","","#beae97"
"Nikon D5000","12149617274","8d7b430aa3","3823","4","1/1/1600","null","100","2013:12:16 22:08:35","null","#c47c04","","#d3d6d5"
